Bil,Kod Projek & Nama Projek,Kod Pemaju & Nama Pemaju,No. Permit,Status Projek Keseluruhan,Maklumat Pembangunan,Lokasi Projek,Daerah Projek,Negeri Projek,Tarikh Sah Laku Permit Terkini,Scraped_Date,Scraped_Timestamp
28,6575-25 SCIENTEX JASIN,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-25/11-2023/0011(A)-(L),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.315871,102.435727",Jasin,Melaka,Mula: 01 Dis 2021   Tamat: 30 Nov 2023,2025-12-28,2025-12-28 05:03:30
29,6575-24 TAMAN BUKIT TAMBUN PERDANA 2,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-24/06-2023/0071(A)-(L),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.326486,102.294600",Alor Gajah,Melaka,Mula: 09 Jun 2021   Tamat: 08 Jun 2023,2025-12-28,2025-12-28 05:03:30
30,6575-23 TAMAN BUKIT TAMBUN PERDANA 2,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-23/05-2023/0111(A)-(L),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.327515,102.295287",Alor Gajah,Melaka,Mula: 08 Mei 2021   Tamat: 07 Mei 2023,2025-12-28,2025-12-28 05:03:30
31,6575-22 SCIENTEX DURIAN TUNGGAL 2,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-22/04-2024/0840(R)-(L),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.327172,102.294256",Alor Gajah,Melaka,Mula: 21 Apr 2023   Tamat: 20 Apr 2024,2025-12-28,2025-12-28 05:03:30
32,6575-21 SCIENTEX DURIAN TUNGGAL 2,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-21/02-2023/0004(A)-(L),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.329916,102.294257",Alor Gajah,Melaka,Mula: 09 Feb 2021   Tamat: 08 Feb 2023,2025-12-28,2025-12-28 05:03:30
33,6575-20 SCIENTEX DURIAN TUNGGAL 2,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-20/12-2022/0323(A)-(L),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=3.129100,102.294600",Alor Gajah,Melaka,Mula: 31 Dis 2020   Tamat: 30 Dis 2022,2025-12-28,2025-12-28 05:03:30
34,6575-19 SCIENTEX DURIAN TUNGGAL 2,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-19/11-2022/0781(A)-(L),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325800,102.294600",Alor Gajah,Melaka,Mula: 13 Nov 2020   Tamat: 12 Nov 2022,2025-12-28,2025-12-28 05:03:30
35,6575-18 SCIENTEX DURIAN TUNGGAL 2,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-18/07-2022/0110(A)-(L),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325800,102.294600",Alor Gajah,Melaka,Mula: 04 Jul 2020   Tamat: 03 Jul 2022,2025-12-28,2025-12-28 05:03:30
36,6575-17 TAMAN BUKIT TAMBUN PERDANA,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-17/05-2022/0293(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325800,102.294600",Alor Gajah,Melaka,Mula: 14 Mei 2020   Tamat: 13 Mei 2022,2025-12-28,2025-12-28 05:03:30
37,6575-16 TAMAN BUKIT TAMBUN PERDANA,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-16/12-2021/01304(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325800,102.294600",Alor Gajah,Melaka,Mula: 01 Jan 2020   Tamat: 31 Dis 2021,2025-12-28,2025-12-28 05:03:30
38,6575-15 TAMAN BUKIT TAMBUN PERDANA,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-15/11-2021/01132(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325800,102.294600",Alor Gajah,Melaka,Mula: 27 Nov 2019   Tamat: 26 Nov 2021,2025-12-28,2025-12-28 05:03:30
39,6575-14 SCIENTEX HEIGHTS SDN BHD,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-14/10-2022/03086(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325000,102.294600",Alor Gajah,Melaka,Mula: 13 Okt 2021   Tamat: 12 Okt 2022,2025-12-28,2025-12-28 05:03:30
40,6575-13 SCIENTEX HEIGHTS SDN BHD,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-13/07-2021/0641(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325000,102.294600",Alor Gajah,Melaka,Mula: 16 Jul 2019   Tamat: 15 Jul 2021,2025-12-28,2025-12-28 05:03:30
41,6575-12 SCIENTEX HEIGHTS SDN BHD,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-12/06-2021/0510(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325000,102.294600",Alor Gajah,Melaka,Mula: 12 Jun 2019   Tamat: 11 Jun 2021,2025-12-28,2025-12-28 05:03:30
42,6575-11 SCIENTEX HEIGTHS SDN BHD,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-11/05-2021/0422(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325000,102.294600",Alor Gajah,Melaka,Mula: 08 Mei 2019   Tamat: 07 Mei 2021,2025-12-28,2025-12-28 05:03:30
43,6575-10 SCIENTEX HEIGHTS SDN BHD,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-10/05-2021/0418(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325000,102.294600",Alor Gajah,Melaka,Mula: 07 Mei 2019   Tamat: 06 Mei 2021,2025-12-28,2025-12-28 05:03:30
44,6575-9 SCIENTEX HEIGHTS SDN BHD,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-9/05-2022/01869(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325000,102.294600",Alor Gajah,Melaka,Mula: 02 Mei 2021   Tamat: 01 Mei 2022,2025-12-28,2025-12-28 05:03:30
45,6575-8 SCIENTEX HEIGHTS SDN BHD,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-8/07-2020/0654(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325800,102.294600",Alor Gajah,Melaka,Mula: 24 Jul 2018   Tamat: 23 Jul 2020,2025-12-28,2025-12-28 05:03:30
46,6575-7 SCIENTEX HEIGHTS SDN BHD,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-7/05-2021/02186(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325800,102.294600",Alor Gajah,Melaka,Mula: 01 Jun 2020   Tamat: 31 Mei 2021,2025-12-28,2025-12-28 05:03:30
47,6575-6 SCIENTEX HEIGHTS SDN BHD,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-6/05-2020/0496(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.325800,102.294600",Alor Gajah,Melaka,Mula: 01 Jun 2018   Tamat: 31 Mei 2020,2025-12-28,2025-12-28 05:03:30
48,6575-5 THE HEIGHTS RESIDENCE - TAMAN MUZAFFAR HEIGHTS,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-5/07-2019/01982(P),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.257079,102.282719",Melaka Tengah,Melaka,Mula: 10 Jul 2018   Tamat: 09 Jul 2019,2025-12-28,2025-12-28 05:03:30
49,6575-4 TAMAN MUZAFFAR HEIGHTS,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-4/01-2019/01218(P),Siap Dengan CFO,Berfasa,"https://maps.google.com/maps?q=2.257079,102.282719",Melaka Tengah,Melaka,Mula: 17 Jan 2018   Tamat: 16 Jan 2019,2025-12-28,2025-12-28 05:03:30
50,6575-3 TAMAN MUZAFFAR HEIGHTS,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-3/1691/2011(03),Siap Dengan CCC,Berfasa,,Melaka Tengah,Melaka,Mula: 11 Sep 2010   Tamat: 10 Mac 2011,2025-12-28,2025-12-28 05:03:30
51,6575-1 TAMAN MUZAFFAR HEIGHTS,6575 SCIENTEX HEIGHTS SDN. BHD.,6575-1/1220/2008(07),Siap Dengan CFO,Berfasa,,Melaka Tengah,Melaka,Mula: 01 Ogo 2007   Tamat: 30 Jul 2008,2025-12-28,2025-12-28 05:03:30
